Actor,A_Acc,Social_diversity,Type
304521,9744633,1.0318,Human
304531,8851204,1.2069,Human
304538,9728424,1.0058,Bot
304544,9728464,0.9081,Bot
304555,4923057,0.7328,Human
304560,6481229,1.3264,Human
304563,6841906,1.2623,Human
304566,8905747,1.2463,Human
304631,9292193,1.2203,Human
304648,7439855,1.0959,Human
304650,7748469,0,Human
304653,6792970,1.1984,Human
304657,7499302,1.035,Human
304669,8437826,0.9433,Human
304688,9746820,0.9086,Human
304716,9544572,1.0301,Human
304719,7009171,1.349,Human
304727,6140753,0.5411,Human
304732,9745709,0.8676,Human
304742,7203999,1.4055,Human
304750,9086403,0.8419,Human
304777,9699010,1.2863,Human
304779,9747976,1.1468,Human
304784,7299393,0,Human
304792,7352678,1.2998,Human
304842,6742019,1.0649,Human
304868,9743646,1.2719,Human
304870,8139765,0.6365,Human
304880,9039400,1.3108,Human
304882,7330490,1.0397,Human
304885,8352932,0.5196,Human
304891,9164220,1.3493,Human
304894,9748996,0,Human
304896,8387008,1.3322,Human
304897,8387008,1.247,Human
304910,6166298,1.1436,Human
304919,6117570,0.6925,Human
304950,7288660,1.0526,Human
304959,8494628,1.2088,Human
304968,6272636,1.2939,Human
304975,9465964,0.1679,Human
305012,6384501,0.2449,Human
305014,7436884,1.3339,Human
305048,7963203,1.1087,Human
305078,9373118,0.6779,Human
305099,9656213,1.0114,Human
305119,8740148,0,Human
305127,6659783,1.0018,Human
305185,6348193,1.2664,Human
305189,6273512,0,Human
305196,9522620,1.0986,Human
305204,6911585,1.4644,Bot
305207,9753410,1.3531,Human
305221,9753497,1.4456,Human
305246,9360419,0.9381,Human
305301,9711536,1.2641,Human
305313,9397687,0.6488,Human
305324,7294887,1.0948,Human
305340,9241060,0.6962,Human
305344,8142597,0.6365,Human
305364,9239145,1.0987,Human
305376,6476942,0.82,Human
305379,6867626,0.7891,Human
305393,7610120,0.9868,Human
305408,7636455,1.0282,Human
305421,6579273,0.8244,Human
305434,9359246,0.7299,Bot
305445,9632978,1.277,Human
305454,7623845,0,Human
305465,6708917,1.2214,Human
305482,6643224,0,Human
305489,6497014,1.1683,Human
305493,6688741,1.0859,Human
305506,9541745,0.7147,Human
305509,6955749,1.0609,Human
305510,9757359,1.108,Human
305544,7610120,0.4538,Human
305549,9726372,0.9503,Human
305550,6369137,1.1409,Human
305570,9525895,1.2265,Human
305598,6113854,0.519,Human
305606,7640915,1.412,Human
305612,9758815,0.5495,Human
305625,7081080,1.1971,Human
305627,9758963,0.9584,Human
305667,9692955,0.6365,Bot
305677,6622492,0.5983,Human
305691,6702062,0.6365,Human
305694,6869543,0.6365,Human
305724,8695166,0.0646,Human
305729,7876366,1.1263,Human
305743,6567220,1.1265,Human
305748,7374064,1.1269,Human
305816,6845398,1.3511,Human
305818,6481229,1.558,Human
305868,9174825,0.6931,Human
305869,8187800,0.8676,Human
305872,9762572,0,Human
305909,5065679,0.0758,Human
305913,6442090,1.2665,Human
305931,8199685,0.3949,Human
305957,6515997,0.4659,Human
305964,8578067,0.3174,Human
305982,7185023,0.9625,Human
305986,9035870,0.9653,Human
305991,6568117,0.8098,Human
305998,7678752,1.4539,Human
306018,6799283,1.2369,Human
306048,7995620,1.3691,Human
306061,6883847,1.3322,Human
306065,6877925,1.3112,Human
306073,9369546,1.0471,Human
306092,9424075,0.6109,Human
306106,8338240,1.0029,Human
306114,8081760,0.9263,Human
306133,8172320,1.3623,Human
306135,7014372,0.628,Human
306142,9765467,1.1127,Human
306145,6886370,1.1992,Human
306147,7572043,0.5861,Human
306197,6848956,0.5983,Human
306244,7760325,1.22,Human
306251,8639544,0.9165,Human
306260,6771191,1.1098,Human
306261,8338795,1.3289,Human
306263,8187812,0.9503,Human
306270,6666224,1.0003,Human
306276,9690560,1.2672,Human
306295,8287634,0.8083,Human
306304,8893844,1.0357,Human
306334,9726359,0.5004,Human
306344,9044449,1.4365,Human
306345,9269886,0.8018,Human
306349,9647573,0.6109,Bot
306366,6448512,1.1215,Human
306368,8499290,0.8479,Human
306370,4226601,0.9932,Human
306386,8501940,0,Human
306403,9769011,0,Human
306415,3458985,0.7648,Human
306428,6961708,0.4506,Human
306449,4843930,0.9253,Human
306458,6612151,0.7114,Human
306462,9769788,0.904,Human
306476,7395410,1.1819,Human
306479,9573711,1.079,Human
306481,9001390,1.4467,Human
306490,8268171,0,Bot
306495,7623190,0,Human
306526,8257561,0.4506,Human
306545,8257561,0.6477,Human
306549,7275884,0,Human
306552,7547903,0.9361,Human
306565,8912658,1.3496,Human
306590,7348820,1.3272,Human
306592,9263908,1.4212,Human
306597,7764449,0.8667,Human
306606,8761807,1.5597,Human
306609,8352908,0.9942,Human
306634,6878302,0.4101,Human
306635,6878302,0.4087,Human
306674,9771459,0,Human
306698,7355617,1.0367,Human
306719,7197201,1.3856,Human
306730,6209221,1.1685,Human
306743,9772705,0,Human
306753,9740269,1.4858,Human
306754,7332033,1.0345,Human
306794,6974765,0.3153,Human
306820,7947298,1.3614,Human
306837,6251445,1.0317,Human
306869,8127476,1.1891,Human
306873,7855734,1.2194,Human
306875,9343078,0,Human
306878,9343078,0,Human
306908,6661122,0.4857,Human
306985,7547903,0,Human
307021,9738434,1.5948,Human
307022,7877434,1.008,Human
307042,7309367,0,Human
307044,7167187,0.8583,Human
307069,9004317,0,Bot
307073,9710320,0.7732,Human
307080,9690607,0,Bot
307081,9356410,1.375,Human
307092,9553603,1.4185,Human
307101,6707259,1.1721,Human
307103,9626606,0,Human
307154,8892739,0,Human
307179,7807186,0.3534,Human
307181,6200025,1.1332,Human
307186,8789861,1.2931,Human
307197,8580398,0.5313,Human
307218,7782477,0,Human
307223,9779297,0.9958,Human
307230,9268309,0.9956,Human
307261,8505891,0.9887,Human
307272,6329462,0.8483,Human
307300,6639863,0.7664,Human
307305,7640532,1.2818,Human
307320,9468631,1.0549,Human
307322,7100385,1.1988,Human
307333,9544572,1.0002,Human
307336,6794848,0.3859,Human
307339,6784940,1.0178,Human
307345,9742038,0.7891,Human
307373,7569960,0.8478,Bot
307382,8451870,0.9195,Human
307385,9581497,0,Human
307396,9747714,0.933,Human
307432,9781585,0.9218,Human
307442,6870593,0.9637,Human
307459,8074102,1.234,Human
307462,9472450,0.7563,Human
307481,9715559,1.3689,Human
307490,9712857,1.132,Human
307495,9191102,0.9596,Human
307521,8178551,0.8353,Human
307522,6116587,1.1139,Human
307523,6437011,1.186,Human
307525,8949099,1.1247,Human
307528,8187419,1.1674,Human
307538,9783444,0,Human
307552,6505759,1.1588,Human
307562,6671512,0.639,Human
307564,6627247,1.0906,Human
307571,7577063,0.6626,Human
307572,8799065,0.4101,Human
307596,9095797,1.4477,Human
307613,7624297,1.129,Human
307621,7107502,1.0363,Human
307632,9044449,1.4452,Human
307654,7197614,0.9259,Human
307668,8892739,0.9945,Human
307686,9069510,1.0893,Human
307691,6972626,0,Human
307692,4668454,1.2421,Human
307697,9785247,1.4154,Human
307702,7098730,0.6325,Human
307704,6356222,0.9957,Human
307717,7279806,0.8834,Human
307728,9762572,0.8557,Human
307737,6600061,0.673,Human
307741,9785715,0.9058,Human
307752,7616259,1.1954,Human
307762,7762242,0.6931,Human
307763,7442074,0.6931,Human
307768,7634934,0.6365,Human
307784,9361778,1.0062,Human
307796,9437182,0.4788,Human
307808,7509050,1.5235,Human
307820,6658338,1.0714,Human
307831,9240863,1.0703,Human
307837,9786410,1.1018,Human
307848,7238620,0.6365,Human
307851,7355617,0.7482,Human
307852,7545761,1.0148,Human
307857,9721429,0.5443,Human
307873,7853080,1.4796,Human
307894,9786716,1.2822,Human
307897,8841467,1.0103,Human
307899,9771943,0.5236,Human
307914,8868504,0.5386,Human
307920,7754612,0.6931,Human
307954,9459570,1.3486,Human
307955,8917421,1.0801,Human
307957,8553991,0.9763,Human
307986,6172255,1.0365,Human
307991,6565861,1.0935,Human
308000,9715679,1.1721,Human
308008,6575640,1.0676,Human
308012,2751631,0,Human
308021,9774606,0.9121,Human
308058,8321678,0.6365,Human
308066,6790396,1.4355,Human
308074,7297794,0,Human
308101,7230485,1.0624,Human
308160,2063999,0,Human
308168,9788925,0.8092,Human
308175,9790151,0.7935,Human
308177,9278191,0.4101,Human
308206,3544150,0,Human
308210,8367397,0.8409,Human
308214,7197614,0.614,Human
308239,9362349,1.0606,Human
308244,7879253,0,Bot
308263,7869646,0.4876,Human
308293,6297317,1.1537,Human
308300,9475602,1.2976,Human
308310,9770067,1.0145,Human
308316,9724547,0.6931,Human
308318,6606935,0,Human
308322,7280383,0.4506,Human
308327,7145070,1.2288,Human
308332,6230670,0.1914,Human
308339,6180960,1.6306,Human
308349,6531360,0,Human
308364,7569960,0.9075,Bot
308368,9717374,0.673,Human
308380,6725551,1.0549,Human
308386,6805172,0.4699,Human
308394,9611684,1.0666,Human
308404,8811839,1.174,Human
308424,7011497,0.8219,Human
308430,7815719,1.3031,Human
308438,8078327,0.5297,Human
308443,6559438,0,Human
308474,9776054,0.4227,Human
308486,7961477,0.5623,Human
308487,6346630,0.9715,Human
308544,7490853,1.0397,Human
308555,6677223,0.3083,Human
308558,6598569,1.3019,Human
308561,9784501,1.1826,Human
308577,9195171,0.6383,Human
308595,6178245,1.318,Human
308600,7020688,0.775,Human
308601,8580105,0.6775,Human
308604,6824169,1.1491,Human
308612,9456094,0,Human
308614,6465878,0.7161,Human
308616,6844932,0.2712,Human
308630,7963397,0.9904,Human
308634,2310366,0.3488,Bot
308641,8738092,0.817,Human
308642,9795414,1.0085,Human
308656,9781587,0.7577,Human
308682,6311298,0.8732,Human
308690,5717462,1.1363,Human
308693,6301699,0.6541,Human
308702,9047103,0.5297,Human
308714,9796469,0.1196,Human
308719,9600753,0.15,Human
308720,9676919,1.0338,Human
308721,7484492,0,Human
308732,6701503,0,Human
308744,6956385,0.5623,Human
308746,9797667,0.5504,Human
308760,8892739,0.6201,Human
308804,9798055,0.744,Human
308809,6834763,0.448,Human
308823,8190288,1.0549,Bot
308826,7090902,0.6365,Human
308834,6222611,0.9135,Human
308837,6521534,1.2746,Human
308854,3604226,0.8544,Human
308856,8261677,1.1175,Human
308858,7217162,1.2799,Human
308869,6767495,1.3147,Human
308878,7080078,1.2471,Human
308882,9311754,1.171,Human
308913,9798884,0,Bot
308919,2361448,0.9795,Human
308924,9799441,1.2024,Human
308927,2198141,0,Human
308938,9799717,1.164,Human
308941,9492951,1.5144,Human
308993,9790187,0,Human
309006,6351474,0.1952,Human
309014,7836494,1.3134,Human
309020,5800321,0.8951,Human
309025,8736052,0.4438,Human
309026,9307953,1.1867,Human
309031,9415707,0,Bot
309047,9801258,0.8901,Human
309058,8590386,0.3669,Human
309069,7304995,1.6806,Human
309082,7745849,0.4506,Human
309128,6733801,0.6112,Human
309150,7373778,0.52,Human
309158,6250806,0.7877,Human
309171,6881779,1.375,Human
309251,7637601,0.5623,Human
309254,9344650,0.7319,Human
309300,9685012,1.0027,Human
309304,9291027,0.6931,Human
309316,6446283,0.6365,Human
309333,9804436,0,Human
309340,6929025,0.9028,Human
309348,7004996,0.2868,Human
309360,7259871,1.0303,Human
309368,8434797,0.6365,Human
309399,7355214,1.0397,Human
309404,2648551,0.2062,Human
309422,8673790,1.103,Human
309428,8358307,0.8873,Human
309430,6789842,1.2521,Human
309431,8010952,1.1813,Human
309435,3828622,0.5623,Human
309438,8941942,1.2313,Human
309440,8127476,1.4118,Human
309449,9146157,0.2338,Human
309469,7255155,1.127,Human
309477,9072060,1.5072,Human
309483,9799717,0.9798,Human
309497,8374856,0.9798,Human
309507,9806315,0.9595,Human
309523,9316207,0,Human
309527,9686237,0.8757,Human
309528,9806695,0.8356,Human
309531,9786798,1.0259,Human
309532,8136328,1.2163,Human
309533,7269738,0,Human
309538,6462315,1.0609,Human
309545,9806878,0.2873,Human
309558,6765417,0.501,Human
309598,6488113,1.1012,Human
309599,8878983,1.016,Human
309608,6878659,0.615,Human
309626,9464156,1.2012,Human
309659,8952119,0.7887,Human
309661,9478776,0.1788,Human
309684,7012844,0.5452,Human
309690,9808326,1.5312,Human
309694,6388491,0.4311,Human
309729,6260928,0.3111,Human
309733,9808835,1.3177,Human
309745,7924233,0.612,Human
309755,6668825,0.9867,Human
309772,7870974,0.8324,Human
309819,9591752,0.801,Human
309824,9809855,0.5901,Human
309838,2492909,0.9314,Human
309841,8032270,0.5731,Human
309859,7685818,0.3068,Human
309864,9810794,0.7408,Human
309871,8810053,0.8018,Human
309874,7836494,0.3622,Human
309888,6756396,1.6953,Human
309923,7160075,1.0843,Human
309946,9618513,0.7414,Human
309948,7995576,1.1186,Human
309953,9769327,1.2736,Human
309964,5728489,0.4101,Human
309982,6805172,0.7127,Human
309985,9589518,1.3107,Human
309991,7315288,0.4007,Human
310051,8692906,0.7351,Human
310063,9702898,0,Human
310068,6627462,0.6661,Human
310074,9092744,0.7733,Human
310092,7413330,1.1134,Human
310095,8691084,0.2449,Bot
310119,9226507,1.378,Human
310124,9346774,0.7923,Human
310125,6732282,0,Human
310135,8946250,0.6365,Human
310171,7570163,0.4741,Human
310179,6751599,0.8793,Human
310181,6724566,0.7257,Human
310182,9813544,1.5191,Human
310198,9812126,0,Human
310201,9813859,0.5623,Human
310203,7665415,0.3046,Human
310212,8928966,0,Human
310213,9240689,0.7727,Human
310243,6878573,1.3113,Human
310258,8509562,0.5628,Human
310261,9809985,1.1671,Human
310265,9790187,1.3012,Human
310272,7978262,0,Human
310290,6695422,0.6269,Human
310294,6223253,0,Human
310340,7122148,1.2173,Human
310342,9815897,0,Human
310344,8559003,1.1193,Human
310355,9816035,1.3725,Human
310362,7011497,1.0346,Human
310366,7525782,1.3219,Human
310369,8576223,0.3768,Human
310390,9816427,0.8974,Human
310416,9457408,0.4101,Human
310417,9320245,0.9458,Human
310419,7638467,0.9841,Human
310420,6397097,1.1168,Human
310440,3631834,0.902,Human
310442,6994912,0.8785,Human
310445,3078513,0.6279,Human
310472,9817246,0.3251,Bot
310479,9812547,0.6122,Human
310480,9812547,1.0399,Human
310481,6891327,0.9988,Human
310484,6890948,0.8979,Human
310488,9464156,1.4033,Human
310508,6336212,1.2686,Human
310510,6513087,1.06,Human
310515,6340871,1.0397,Human
310526,6668992,1.5438,Human
310549,9695165,0.5196,Human
310551,9802734,1.4681,Human
310556,9742269,0.8088,Human
310574,6840694,1.0021,Human
310597,8092290,1.1105,Human
310629,5745861,0.9776,Human
310636,8754104,0.5446,Human
310647,7340917,0.9662,Human
310650,6706866,0.8281,Human
310651,7204840,0.7107,Human
310663,9811228,0.9557,Human
310664,7974602,0,Human
310677,9819684,0.8616,Human
310683,7029660,0.5623,Human
310686,8607720,1.0722,Human
310700,6860255,1.0684,Human
310724,8954005,0.8676,Human
310731,8559127,1.1869,Human
310750,6746473,0.463,Human
310757,9821022,0.3967,Human
310768,9712857,1.3592,Human
310792,6123953,1.0558,Human
310807,7748469,0.4692,Human
310809,9793589,1.007,Human
310811,2118197,0.8685,Human
310814,8529645,1.1552,Human
310830,9821053,1.0264,Human
310847,9821861,0.883,Human
310861,9786433,1.1996,Human
310889,8138928,1.0337,Human
310892,8232427,1.1446,Human
310895,9554054,1.032,Human
310906,7345187,1.3228,Human
310909,9822326,1.079,Human
310912,9536428,1.2484,Human
310926,8326954,0.8505,Human
310941,8380782,0,Human
310955,6231812,0.7903,Human
310979,9197208,0.2422,Human
311029,4015278,0.8872,Human
311030,8366939,1.1335,Human
311051,6258293,0.876,Human
311056,6434865,0.7105,Human
311064,9821885,0.6931,Human
311081,7108301,1.2036,Human
311088,6596276,1.5048,Human
311110,6738794,1.3983,Human
311118,7959352,0.9372,Human
311122,8109478,1.512,Human
311130,9403122,0,Human
311140,6871187,0.4927,Human
311143,7836494,0.5826,Human
311195,9202061,0.8083,Human
311200,8531313,1.1616,Human
311237,6519056,1.3376,Human
311242,9825940,0,Human
311245,7341299,1.252,Human
311260,7546080,0.9503,Human
311298,9355771,0.5891,Human
311300,6721101,1.0239,Human
311310,9826555,1.3592,Human
311342,6910682,1.3108,Human
311350,9253656,0,Human
311357,8221615,1.2425,Human
311370,9826996,0.3046,Human
311382,9148951,0.68,Human
311390,7403543,1.3621,Human
311409,8018805,0.9907,Human
311433,9373734,1.2728,Human
311434,3252614,0.9293,Human
311440,6724449,1.1771,Human
311443,6485635,0.5623,Human
311453,9504932,0,Bot
311454,9827687,0.5623,Human
311458,7249641,0.2062,Human
311469,4111742,0,Human
311484,9817640,1.1126,Human
311487,7879037,1.254,Human
311505,9828211,0.4564,Human
311508,6518826,0.2074,Human
311524,6872309,1.013,Human
311538,8851637,1.3045,Human
311549,8844238,0.8261,Human
311553,8452037,0.7775,Human
311590,9828489,1.411,Human
311597,6189433,0.5297,Human
311606,9829616,0.5959,Human
311607,7905043,1.2555,Human
311620,7930756,1.213,Human
311631,7158511,0.98,Human
311641,3706083,0.9251,Human
311646,6857451,0.609,Human
311683,9770145,0,Human
311690,6632310,0.5004,Human
311698,4725424,1.0282,Human
311706,9410105,0,Human
311708,9830536,1.1939,Human
311738,9206777,1.3613,Human
311741,7344310,1.2012,Human
311753,7436088,1.1999,Human
311759,9819127,0.7178,Human
311767,6607350,0,Human
311772,9631607,0,Human
311828,6870593,0.4904,Human
311842,7737661,1.0533,Human
311850,9831624,0.7907,Human
311852,7951689,0,Human
311854,8910555,0.3352,Bot
311855,7213761,0.8487,Human
311858,9148951,0.5867,Human
311859,4060579,0,Human
311872,9275996,1.1683,Human
311886,5801182,0.9503,Human
311897,4241784,0.5623,Human
311898,8897999,1.145,Human
311930,5314276,0.9003,Human
311934,9832162,0.0555,Human
311936,6977391,0.8817,Human
311940,7285836,1.1699,Human
311943,6976600,0.9557,Human
311947,9632978,1.461,Human
311965,7004488,1.0547,Human
312006,7577898,0.5623,Human
312031,8821999,0.6692,Human
312042,7837827,1.4452,Human
312046,9254436,1.0092,Human
312054,9595738,0.5517,Human
312073,7739837,1.0483,Human
312084,8825876,1.3917,Human
312117,6972816,0.1679,Human
312128,9835441,0.24,Human
312135,9324849,0.9693,Human
312193,8803197,1.2945,Human
312207,7900839,0.7622,Human
312211,7923107,1.3386,Human
312217,8918444,0.8322,Human
312293,8255333,0.984,Human
312412,6246174,1.1312,Human
312431,9731187,0.1365,Human
312433,9508746,1.0447,Human
312458,9581350,0.7838,Human
312470,8257243,1.2017,Human
312471,9685012,0.9803,Human
312478,7544270,1.1936,Human
312495,7071177,0.673,Human
312509,7825339,1.0114,Human
312523,6200025,0.9927,Human
312567,8757535,0,Bot
312611,9164806,0,Human
312662,9686234,0.6931,Human
312730,9846697,1.3097,Human
312904,6339114,1.2101,Human
312950,9720522,1.0397,Human
312951,9848982,1.2143,Human
312978,8163048,1.137,Human
313012,8779146,0.6989,Human
313040,8259110,0.4101,Human
313044,7653421,1.1247,Human
313047,7324763,1.1025,Human
313051,7007960,0.7927,Human
313052,3706083,1.228,Human
313063,8272853,0.7621,Human
313068,6866715,1.2149,Human
313101,9850116,0.5983,Bot
313109,7604599,1.2399,Human
313116,9850392,1.1322,Human
313123,9270743,1.1622,Human
313139,6160819,1.2896,Human
313169,9731148,1.2435,Bot
313184,2529899,0.7664,Human
313187,6615811,0.1788,Human
313202,7191479,1.2499,Human
313234,7998667,1.3214,Human
313242,9851537,1.0397,Human
313243,8456238,1.0986,Human
313280,6325323,0,Human
313289,9569896,0.5623,Human
313301,9751925,1.3863,Human
313307,8187800,0.6931,Human
313308,9849547,0.981,Bot
313309,9849771,0,Bot
313322,8477641,0.9723,Human
313336,9846748,0,Bot
313347,8020137,1.1383,Human
313380,8911519,0.7575,Human
313412,8839287,0.8343,Human
313439,9626240,1.0986,Human
313448,8345633,0.1391,Human
313530,9806695,1.3324,Human
313558,8187419,0.673,Human
313641,8143498,0.8757,Human
313693,9851378,1.245,Human
313744,6182307,1.2425,Human
313756,9857763,1.3005,Human
313781,9858026,0.755,Human
313800,6666370,0,Human
313815,7580146,0.5004,Human
313817,9785543,0.9444,Human
313821,9858327,0.6415,Human
313912,9854168,1.1858,Human
313915,8634967,0.6095,Human
313926,9859575,0,Bot
313932,9853271,0,Bot
313936,7420673,0,Human
313958,6614046,0.989,Human
313971,6389957,0.4284,Human
313992,6336212,0.3625,Human
313994,6861278,1.0384,Human
